Calc_Ramp_Ex_nm	Calc_Ramp_Rt_nm	Defl_V_Ex	Defl_V_Rt	
2.460938e+02	2.529297e+02	-3.866250e-01	-3.945000e-01	
2.470703e+02	2.519531e+02	-3.877500e-01	-3.933750e-01	
2.480469e+02	2.509766e+02	-3.877500e-01	-3.937500e-01	
2.490234e+02	2.500000e+02	-3.877500e-01	-3.945000e-01	
2.500000e+02	2.490234e+02	-3.896250e-01	-3.937500e-01	
2.509766e+02	2.480469e+02	-3.888750e-01	-3.930000e-01	
2.519531e+02	2.470703e+02	-3.870000e-01	-3.922500e-01	
2.529297e+02	2.460938e+02	-3.877500e-01	-3.915000e-01	
2.539063e+02	2.451172e+02	-3.885000e-01	-3.952500e-01	
2.548828e+02	2.441406e+02	-3.896250e-01	-3.941250e-01	
2.558594e+02	2.431641e+02	-3.858750e-01	-3.907500e-01	
2.568359e+02	2.421875e+02	-3.881250e-01	-3.956250e-01	
2.578125e+02	2.412109e+02	-3.888750e-01	-3.930000e-01	
2.587891e+02	2.402344e+02	-3.866250e-01	-3.937500e-01	
2.597656e+02	2.392578e+02	-3.870000e-01	-3.945000e-01	
2.607422e+02	2.382813e+02	-3.888750e-01	-3.926250e-01	
2.617188e+02	2.373047e+02	-3.881250e-01	-3.963750e-01	
2.626953e+02	2.363281e+02	-3.885000e-01	-3.937500e-01	
2.636719e+02	2.353516e+02	-3.896250e-01	-3.922500e-01	
2.646484e+02	2.343750e+02	-3.862500e-01	-3.945000e-01	
2.656250e+02	2.333984e+02	-3.907500e-01	-3.937500e-01	
2.666016e+02	2.324219e+02	-3.896250e-01	-3.911250e-01	
2.675781e+02	2.314453e+02	-3.888750e-01	-3.937500e-01	
2.685547e+02	2.304688e+02	-3.892500e-01	-3.945000e-01	
2.695313e+02	2.294922e+02	-3.881250e-01	-3.930000e-01	
2.705078e+02	2.285156e+02	-3.881250e-01	-3.933750e-01	
2.714844e+02	2.275391e+02	-3.862500e-01	-3.926250e-01	
2.724609e+02	2.265625e+02	-3.888750e-01	-3.933750e-01	
2.734375e+02	2.255859e+02	-3.873750e-01	-3.907500e-01	
2.744141e+02	2.246094e+02	-3.885000e-01	-3.952500e-01	
2.753906e+02	2.236328e+02	-3.903750e-01	-3.918750e-01	
2.763672e+02	2.226563e+02	-3.918750e-01	-3.907500e-01	
2.773438e+02	2.216797e+02	-3.858750e-01	-3.937500e-01	
2.783203e+02	2.207031e+02	-3.877500e-01	-3.900000e-01	
2.792969e+02	2.197266e+02	-3.866250e-01	-3.918750e-01	
2.802734e+02	2.187500e+02	-3.866250e-01	-3.922500e-01	
2.812500e+02	2.177734e+02	-3.888750e-01	-3.911250e-01	
2.822266e+02	2.167969e+02	-3.866250e-01	-3.952500e-01	
2.832031e+02	2.158203e+02	-3.907500e-01	-3.945000e-01	
2.841797e+02	2.148438e+02	-3.881250e-01	-3.922500e-01	
2.851563e+02	2.138672e+02	-3.888750e-01	-3.941250e-01	
2.861328e+02	2.128906e+02	-3.858750e-01	-3.952500e-01	
2.871094e+02	2.119141e+02	-3.858750e-01	-3.937500e-01	
2.880859e+02	2.109375e+02	-3.907500e-01	-3.952500e-01	
2.890625e+02	2.099609e+02	-3.896250e-01	-3.975000e-01	
2.900391e+02	2.089844e+02	-3.888750e-01	-3.948750e-01	
2.910156e+02	2.080078e+02	-3.873750e-01	-3.915000e-01	
2.919922e+02	2.070313e+02	-3.900000e-01	-3.952500e-01	
2.929688e+02	2.060547e+02	-3.885000e-01	-3.937500e-01	
2.939453e+02	2.050781e+02	-3.892500e-01	-3.930000e-01	
2.949219e+02	2.041016e+02	-3.888750e-01	-3.926250e-01	
2.958984e+02	2.031250e+02	-3.840000e-01	-3.930000e-01	
2.968750e+02	2.021484e+02	-3.892500e-01	-3.956250e-01	
2.978516e+02	2.011719e+02	-3.866250e-01	-3.937500e-01	
2.988281e+02	2.001953e+02	-3.907500e-01	-3.918750e-01	
2.998047e+02	1.992188e+02	-3.907500e-01	-3.930000e-01	
3.007813e+02	1.982422e+02	-3.866250e-01	-3.930000e-01	
3.017578e+02	1.972656e+02	-3.896250e-01	-3.933750e-01	
3.027344e+02	1.962891e+02	-3.873750e-01	-3.937500e-01	
3.037109e+02	1.953125e+02	-3.892500e-01	-3.945000e-01	
3.046875e+02	1.943359e+02	-3.896250e-01	-3.945000e-01	
3.056641e+02	1.933594e+02	-3.907500e-01	-3.915000e-01	
3.066406e+02	1.923828e+02	-3.896250e-01	-3.915000e-01	
3.076172e+02	1.914063e+02	-3.870000e-01	-3.918750e-01	
3.085938e+02	1.904297e+02	-3.888750e-01	-3.930000e-01	
3.095703e+02	1.894531e+02	-3.881250e-01	-3.963750e-01	
3.105469e+02	1.884766e+02	-3.873750e-01	-3.937500e-01	
3.115234e+02	1.875000e+02	-3.915000e-01	-3.945000e-01	
3.125000e+02	1.865234e+02	-3.870000e-01	-3.907500e-01	
3.134766e+02	1.855469e+02	-3.903750e-01	-3.941250e-01	
3.144531e+02	1.845703e+02	-3.862500e-01	-3.930000e-01	
3.154297e+02	1.835938e+02	-3.881250e-01	-3.907500e-01	
3.164063e+02	1.826172e+02	-3.915000e-01	-3.933750e-01	
3.173828e+02	1.816406e+02	-3.851250e-01	-3.907500e-01	
3.183594e+02	1.806641e+02	-3.900000e-01	-3.933750e-01	
3.193359e+02	1.796875e+02	-3.881250e-01	-3.903750e-01	
3.203125e+02	1.787109e+02	-3.903750e-01	-3.930000e-01	
3.212891e+02	1.777344e+02	-3.892500e-01	-3.937500e-01	
3.222656e+02	1.767578e+02	-3.855000e-01	-3.918750e-01	
3.232422e+02	1.757813e+02	-3.870000e-01	-3.937500e-01	
3.242188e+02	1.748047e+02	-3.877500e-01	-3.903750e-01	
3.251953e+02	1.738281e+02	-3.885000e-01	-3.907500e-01	
3.261719e+02	1.728516e+02	-3.877500e-01	-3.911250e-01	
3.271484e+02	1.718750e+02	-3.896250e-01	-3.937500e-01	
3.281250e+02	1.708984e+02	-3.866250e-01	-3.926250e-01	
3.291016e+02	1.699219e+02	-3.888750e-01	-3.918750e-01	
3.300781e+02	1.689453e+02	-3.881250e-01	-3.930000e-01	
3.310547e+02	1.679688e+02	-3.873750e-01	-3.948750e-01	
3.320313e+02	1.669922e+02	-3.900000e-01	-3.945000e-01	
3.330078e+02	1.660156e+02	-3.881250e-01	-3.937500e-01	
3.339844e+02	1.650391e+02	-3.885000e-01	-3.907500e-01	
3.349609e+02	1.640625e+02	-3.877500e-01	-3.911250e-01	
3.359375e+02	1.630859e+02	-3.866250e-01	-3.956250e-01	
3.369141e+02	1.621094e+02	-3.862500e-01	-3.952500e-01	
3.378906e+02	1.611328e+02	-3.862500e-01	-3.933750e-01	
3.388672e+02	1.601563e+02	-3.892500e-01	-3.918750e-01	
3.398438e+02	1.591797e+02	-3.888750e-01	-3.937500e-01	
3.408203e+02	1.582031e+02	-3.907500e-01	-3.922500e-01	
3.417969e+02	1.572266e+02	-3.873750e-01	-3.915000e-01	
3.427734e+02	1.562500e+02	-3.866250e-01	-3.922500e-01	
3.437500e+02	1.552734e+02	-3.866250e-01	-3.941250e-01	
3.447266e+02	1.542969e+02	-3.862500e-01	-3.918750e-01	
3.457031e+02	1.533203e+02	-3.851250e-01	-3.922500e-01	
3.466797e+02	1.523438e+02	-3.851250e-01	-3.926250e-01	
3.476563e+02	1.513672e+02	-3.881250e-01	-3.933750e-01	
3.486328e+02	1.503906e+02	-3.877500e-01	-3.937500e-01	
3.496094e+02	1.494141e+02	-3.888750e-01	-3.930000e-01	
3.505859e+02	1.484375e+02	-3.877500e-01	-3.937500e-01	
3.515625e+02	1.474609e+02	-3.866250e-01	-3.933750e-01	
3.525391e+02	1.464844e+02	-3.862500e-01	-3.948750e-01	
3.535156e+02	1.455078e+02	-3.885000e-01	-3.941250e-01	
3.544922e+02	1.445313e+02	-3.881250e-01	-3.945000e-01	
3.554688e+02	1.435547e+02	-3.862500e-01	-3.903750e-01	
3.564453e+02	1.425781e+02	-3.862500e-01	-3.907500e-01	
3.574219e+02	1.416016e+02	-3.903750e-01	-3.945000e-01	
3.583984e+02	1.406250e+02	-3.870000e-01	-3.907500e-01	
3.593750e+02	1.396484e+02	-3.888750e-01	-3.918750e-01	
3.603516e+02	1.386719e+02	-3.877500e-01	-3.933750e-01	
3.613281e+02	1.376953e+02	-3.896250e-01	-3.933750e-01	
3.623047e+02	1.367188e+02	-3.851250e-01	-3.933750e-01	
3.632813e+02	1.357422e+02	-3.900000e-01	-3.937500e-01	
3.642578e+02	1.347656e+02	-3.870000e-01	-3.926250e-01	
3.652344e+02	1.337891e+02	-3.855000e-01	-3.900000e-01	
3.662109e+02	1.328125e+02	-3.873750e-01	-3.933750e-01	
3.671875e+02	1.318359e+02	-3.866250e-01	-3.945000e-01	
3.681641e+02	1.308594e+02	-3.877500e-01	-3.937500e-01	
3.691406e+02	1.298828e+02	-3.888750e-01	-3.930000e-01	
3.701172e+02	1.289063e+02	-3.843750e-01	-3.952500e-01	
3.710938e+02	1.279297e+02	-3.873750e-01	-3.963750e-01	
3.720703e+02	1.269531e+02	-3.851250e-01	-3.952500e-01	
3.730469e+02	1.259766e+02	-3.900000e-01	-3.937500e-01	
3.740234e+02	1.250000e+02	-3.862500e-01	-3.941250e-01	
3.750000e+02	1.240234e+02	-3.866250e-01	-3.948750e-01	
3.759766e+02	1.230469e+02	-3.896250e-01	-3.948750e-01	
3.769531e+02	1.220703e+02	-3.896250e-01	-3.930000e-01	
3.779297e+02	1.210938e+02	-3.858750e-01	-3.922500e-01	
3.789063e+02	1.201172e+02	-3.885000e-01	-3.930000e-01	
3.798828e+02	1.191406e+02	-3.888750e-01	-3.926250e-01	
3.808594e+02	1.181641e+02	-3.870000e-01	-3.907500e-01	
3.818359e+02	1.171875e+02	-3.881250e-01	-3.937500e-01	
3.828125e+02	1.162109e+02	-3.873750e-01	-3.915000e-01	
